BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,DELINQcat,DEROGzero
False,8200.0,76268.0,89166.0,HomeImp,Other,23.0,0.0,0.0,341.8553466796875,1.0,46.0,29.869577,0,True
False,8200.0,65019.0,38648.0,HomeImp,Other,7.0,0.0,0.0,302.5301818847656,1.0,10.0,30.445375,0,True
False,8200.0,120837.0,176244.0,DebtCon,Other,8.0,0.0,0.0,196.7241668701172,0.0,20.0,34.745743,0,True
False,8200.0,61821.0,64832.0,HomeImp,Other,5.0,0.0,0.0,123.28602600097656,0.0,34.0,35.875343,0,True
False,8200.0,66254.0,74994.0,DebtCon,ProfExe,7.0,0.0,0.0,60.38486099243164,1.0,24.0,39.726105,0,True
False,8200.0,65019.0,49331.0,HomeImp,Other,9.0,0.0,0.0,305.8880920410156,2.0,12.0,33.718613,0,True
False,8200.0,67489.0,80145.0,HomeImp,Other,2.0,0.0,0.0,104.3965072631836,0.0,7.0,36.91231,0,True
True,8200.0,87979.0,94854.0,HomeImp,ProfExe,10.0,0.0,0.0,108.4790267944336,3.0,19.0,41.270683,0,True
False,8200.0,80989.0,105080.0,DebtCon,Mgr,1.0,0.0,0.0,81.35479736328125,1.0,24.0,38.47577,0,True
False,8200.0,135929.0,200275.0,DebtCon,ProfExe,0.0,0.0,0.0,69.61717224121094,1.0,23.0,37.80543,0,True
False,8200.0,75870.0,97922.0,DebtCon,ProfExe,0.0,0.0,0.0,173.46665954589844,1.0,20.0,27.276365,0,True
False,8200.0,48515.0,59240.0,DebtCon,Other,17.0,0.0,4.0,214.14451599121094,0.0,36.0,27.459145,1+,True
False,8200.0,79751.0,125413.0,HomeImp,Other,7.0,0.0,0.0,173.46665954589844,1.0,20.0,41.985558,0,True
False,8200.0,65019.0,33540.0,HomeImp,Office,21.0,0.0,0.0,178.68792724609375,0.0,15.0,36.6017,0,True
False,8200.0,13392.0,34254.0,DebtCon,Other,3.0,0.0,0.0,267.91864013671875,0.0,11.0,21.92999,0,True
True,8300.0,82000.0,111000.0,DebtCon,Other,6.0,2.0,2.0,214.10000610351562,2.0,12.0,34.81826,1+,False
False,8300.0,57503.0,72704.0,DebtCon,Other,18.0,0.0,0.0,156.5937042236328,0.0,11.0,33.33712,0,True
False,8300.0,61213.0,65798.0,HomeImp,Other,6.0,0.0,0.0,86.29651641845703,2.0,20.0,41.426872,0,True
False,8300.0,41481.0,50448.0,HomeImp,Mgr,20.0,0.0,1.0,230.84886169433594,1.0,18.0,35.88829,1,True
False,8300.0,14601.0,66143.0,HomeImp,Office,24.0,0.0,0.0,320.2348937988281,1.0,12.0,40.01507,0,True
False,8300.0,51783.0,57839.0,DebtCon,Other,3.0,0.0,0.0,96.17667388916016,0.0,20.0,36.21035,0,True
False,8300.0,47000.0,78320.0,HomeImp,Other,18.0,0.0,0.0,195.8333282470703,1.0,17.0,34.81826,0,True
False,8300.0,59761.0,75081.0,DebtCon,Other,17.0,0.0,0.0,147.94163513183594,1.0,11.0,31.959227,0,True
True,8300.0,65019.0,47244.0,HomeImp,Other,6.0,0.0,0.0,173.46665954589844,1.0,20.0,34.81826,0,True
False,8300.0,65019.0,41438.0,HomeImp,Other,7.0,0.0,0.0,302.85662841796875,1.0,12.0,30.10407,0,True
False,8300.0,178745.0,251935.0,DebtCon,Sales,7.0,0.0,0.0,130.7309112548828,0.0,22.0,42.35806,0,True
False,8300.0,67715.0,86945.0,DebtCon,ProfExe,14.0,0.0,0.0,221.4749298095703,0.0,17.0,25.194298,0,True
False,8300.0,44783.0,63424.0,HomeImp,Other,2.0,0.0,0.0,97.90083312988281,1.0,12.0,36.58787,0,True
False,8300.0,45842.0,50006.0,DebtCon,Other,16.0,0.0,0.0,90.65306854248047,0.0,12.0,31.360823,0,True
False,8300.0,101150.0,115215.0,HomeImp,Office,23.0,0.0,0.0,130.25633239746094,0.0,12.0,36.506,0,True
False,8300.0,67839.0,76502.0,DebtCon,ProfExe,9.0,0.0,0.0,58.56017303466797,3.0,24.0,38.974293,0,True
False,8300.0,35343.0,51986.0,DebtCon,Other,10.0,0.0,0.0,242.8189697265625,1.0,31.0,37.966606,0,True
False,8300.0,54039.0,89301.0,HomeImp,Other,18.0,0.0,0.0,173.1913299560547,0.0,28.0,26.266815,0,True
False,8300.0,71922.0,117151.0,DebtCon,Office,2.0,0.0,0.0,246.93475341796875,1.0,37.0,18.156826,0,True
True,8300.0,10000.0,63775.0,HomeImp,Other,0.0,0.0,0.0,200.86666870117188,0.0,14.0,34.81826,0,True
False,8400.0,75912.0,95329.0,DebtCon,Mgr,18.0,0.0,1.0,294.1642150878906,0.0,24.0,38.641804,1,True
False,8400.0,39677.0,54707.0,DebtCon,Office,10.0,0.0,0.0,203.2429656982422,1.0,23.0,31.21771,0,True
False,8400.0,53841.0,64284.0,DebtCon,Other,15.0,0.0,3.0,206.3545684814453,0.0,36.0,26.054853,1+,True
False,8400.0,39991.0,58511.0,HomeImp,Office,10.0,0.0,0.0,176.99610900878906,1.0,19.0,24.298635,0,True
False,8400.0,82597.0,83858.0,HomeImp,Other,25.0,0.0,0.0,350.5681457519531,1.0,47.0,28.910757,0,True
False,8400.0,82972.0,121796.0,HomeImp,Other,7.0,0.0,0.0,173.46665954589844,1.0,20.0,41.445625,0,True
False,8400.0,17479.0,66894.0,HomeImp,Office,23.0,0.0,0.0,326.3428039550781,1.0,13.0,40.588577,0,True
False,8400.0,62989.0,76718.0,HomeImp,Mgr,3.0,0.0,2.0,131.4713897705078,0.0,22.0,29.2004,1+,True
False,8400.0,43589.0,49950.0,DebtCon,Office,9.0,0.0,0.0,202.7045440673828,0.0,23.0,33.59232,0,True
False,8400.0,62583.0,77481.0,DebtCon,Office,6.0,0.0,0.0,98.6727066040039,2.0,15.0,26.30838,0,True
False,8400.0,41656.0,51846.0,HomeImp,Office,10.0,0.0,0.0,190.0175018310547,1.0,19.0,25.768965,0,True
False,8400.0,77144.0,91532.0,DebtCon,Mgr,19.0,0.0,1.0,311.7571716308594,1.0,24.0,40.91274,1,True
False,8400.0,80490.0,93028.0,DebtCon,ProfExe,0.0,0.0,0.0,173.46665954589844,1.0,20.0,29.47376,0,True
False,8400.0,60995.0,78444.0,HomeImp,Mgr,4.0,0.0,1.0,123.73851776123047,0.0,23.0,26.932707,1,True
True,8400.0,31800.0,72000.0,DebtCon,Self,7.0,0.0,2.0,187.26666259765625,1.0,21.0,34.81826,1+,True
False,8400.0,43900.0,55000.0,DebtCon,Office,1.0,0.0,0.0,169.43333435058594,1.0,21.0,34.81826,0,True
True,8400.0,44800.0,56000.0,DebtCon,Other,0.0,1.0,5.0,314.5,4.0,42.0,34.81826,1+,False
False,8400.0,30146.0,39326.0,HomeImp,ProfExe,11.0,0.0,0.0,183.09274291992188,0.0,12.0,23.097202,0,True
False,8400.0,84666.0,123613.0,HomeImp,Other,8.0,0.0,0.0,173.46665954589844,1.0,20.0,39.65832,0,True
False,8400.0,65019.0,39106.0,HomeImp,Other,7.0,0.0,1.0,80.0753402709961,0.0,10.0,35.683502,1,True
False,8400.0,35240.0,54314.0,DebtCon,Office,8.0,0.0,0.0,210.58001708984375,1.0,22.0,32.57187,0,True
False,8400.0,57103.0,78079.0,DebtCon,Other,0.0,0.0,0.0,56.30976486206055,8.0,21.0,23.521189,0,True
False,8400.0,78089.0,90660.0,DebtCon,Mgr,9.0,0.0,0.0,118.63539123535156,0.0,22.0,27.09304,0,True
False,8400.0,77916.0,93589.0,DebtCon,ProfExe,0.0,0.0,0.0,173.46665954589844,1.0,20.0,27.87387,0,True
True,8400.0,48032.0,95213.0,HomeImp,Office,5.0,1.0,4.0,326.6795959472656,0.0,30.0,38.19168,1+,False
False,8400.0,57694.0,70782.0,HomeImp,Other,4.0,0.0,0.0,125.7103271484375,0.0,34.0,37.622784,0,True
False,8400.0,85136.0,125912.0,HomeImp,Other,9.0,0.0,0.0,173.46665954589844,1.0,20.0,40.71518,0,True
False,8400.0,102894.0,117799.0,HomeImp,Other,9.0,0.0,0.0,420.0981750488281,1.0,49.0,39.63319,0,True
True,8400.0,32000.0,49000.0,HomeImp,Mgr,12.6,0.0,3.0,41.29999923706055,2.0,18.0,34.81826,1+,True
True,8400.0,37256.0,45956.0,DebtCon,Other,1.0,0.0,0.0,214.4432373046875,1.0,6.0,31.245249,0,True
False,8500.0,83157.0,202962.0,HomeImp,Self,14.0,0.0,0.0,13.682764053344727,1.0,8.0,21.297338,0,True
False,8500.0,65019.0,42980.0,HomeImp,Other,7.0,0.0,1.0,76.01074981689453,0.0,9.0,37.659668,1,True
False,8500.0,73752.0,87931.0,DebtCon,Mgr,21.0,1.0,1.0,291.6203918457031,0.0,24.0,39.00314,1,False
False,8500.0,41210.0,45175.0,DebtCon,Office,9.0,0.0,0.0,209.4940948486328,1.0,22.0,29.964083,0,True
False,8500.0,65019.0,32907.0,HomeImp,Office,18.0,0.0,0.0,169.9453887939453,1.0,15.0,35.31271,0,True
True,8500.0,30077.0,42770.0,DebtCon,Office,0.25,0.0,0.0,89.26667022705078,0.0,10.0,34.81826,0,True
False,8500.0,54000.0,62533.0,DebtCon,Other,4.0,0.0,1.0,313.4666748046875,0.0,10.0,34.81826,1,True
False,8500.0,55100.0,66900.0,DebtCon,ProfExe,15.0,0.0,0.0,229.26666259765625,4.0,32.0,34.81826,0,True
True,8500.0,48961.0,73550.0,HomeImp,Other,11.0,6.0,1.0,145.10000610351562,4.0,11.0,34.81826,1,False
True,8500.0,18240.0,40200.0,HomeImp,Other,1.0,0.0,1.0,306.3999938964844,0.0,12.0,34.81826,1,True
False,8500.0,64665.0,72376.0,HomeImp,Other,4.0,0.0,0.0,70.93488311767578,3.0,20.0,40.30904,0,True
False,8500.0,50031.0,57276.0,DebtCon,Office,0.0,0.0,0.0,171.2128143310547,0.0,21.0,35.158703,0,True
False,8500.0,61607.0,81126.0,HomeImp,Other,16.0,0.0,0.0,222.21119689941406,1.0,35.0,34.7297,0,True
False,8500.0,49266.0,64461.0,DebtCon,Other,22.0,0.0,0.0,264.40802001953125,3.0,29.0,37.976757,0,True
False,8500.0,50569.0,60940.0,DebtCon,Mgr,6.0,0.0,0.0,189.9468994140625,0.0,22.0,29.202477,0,True
False,8500.0,65019.0,27873.0,HomeImp,Office,21.0,0.0,0.0,190.06187438964844,0.0,15.0,38.375404,0,True
False,8500.0,78346.0,82226.0,HomeImp,Other,22.0,0.0,0.0,320.34954833984375,1.0,47.0,30.1994,0,True
False,8500.0,47777.0,78979.0,HomeImp,Other,18.0,0.0,0.0,202.9542694091797,1.0,16.0,34.828648,0,True
False,8500.0,53459.0,62678.0,DebtCon,Mgr,13.0,0.0,0.0,116.86344909667969,0.0,18.0,30.052902,0,True
False,8500.0,77954.0,82965.0,HomeImp,Other,25.0,0.0,0.0,350.77630615234375,1.0,46.0,28.584515,0,True
True,8500.0,29383.0,45900.0,DebtCon,ProfExe,8.0,0.0,0.0,122.13333129882812,0.0,22.0,34.81826,0,True
False,8500.0,20959.0,62956.0,HomeImp,Office,20.0,0.0,0.0,315.7073974609375,1.0,13.0,41.07759,0,True
False,8500.0,6424.0,32365.0,IsMissing,Other,7.0,0.0,0.0,173.46665954589844,1.0,20.0,33.904465,0,True
False,8500.0,58327.0,75044.0,HomeImp,Mgr,2.0,0.0,2.0,123.3653564453125,0.0,22.0,28.111814,1+,True
False,8500.0,79484.0,87893.0,DebtCon,Other,1.0,0.0,0.0,123.61880493164062,1.0,10.0,35.759083,0,True
False,8500.0,73208.0,88588.0,DebtCon,Mgr,10.0,0.0,0.0,114.55258178710938,0.0,23.0,30.082489,0,True
False,8600.0,38646.0,54073.0,DebtCon,Other,14.0,0.0,0.0,89.55585479736328,0.0,11.0,32.53026,0,True
False,8600.0,65019.0,54905.0,HomeImp,Other,8.0,0.0,0.0,308.6501159667969,2.0,13.0,32.553978,0,True
False,8600.0,65019.0,47791.0,IsMissing,Other,7.0,0.0,0.0,173.46665954589844,1.0,20.0,14.392536,0,True
False,8600.0,42380.0,60733.0,DebtCon,Mgr,3.0,0.0,0.0,199.2931365966797,0.0,22.0,28.434341,0,True
True,8600.0,36933.0,42289.0,DebtCon,Mgr,4.0,0.0,0.0,100.61642456054688,2.0,26.0,38.43649,0,True
False,8600.0,21000.0,79000.0,HomeImp,ProfExe,21.0,0.0,0.0,239.43333435058594,0.0,11.0,34.81826,0,True
True,8600.0,65019.0,25000.0,HomeImp,Other,0.0,6.0,0.0,64.86666870117188,2.0,27.0,34.81826,0,False
False,8600.0,78579.0,93697.0,DebtCon,Other,0.0,0.0,0.0,115.19332122802734,1.0,10.0,33.837204,0,True
False,8600.0,172418.0,251426.0,DebtCon,Sales,7.0,0.0,0.0,120.5726318359375,0.0,22.0,40.92591,0,True
False,8600.0,58846.0,72733.0,DebtCon,ProfExe,14.0,0.0,0.0,233.17160034179688,3.0,32.0,39.77509,0,True
False,8600.0,41126.0,55500.0,DebtCon,Other,6.0,0.0,0.0,73.03333282470703,1.0,11.0,34.81826,0,True
False,8600.0,57727.0,70828.0,HomeImp,Other,5.0,0.0,0.0,87.8453140258789,3.0,19.0,41.753525,0,True
False,8600.0,22960.0,80874.0,HomeImp,ProfExe,20.0,0.0,0.0,238.7026824951172,0.0,11.0,25.88732,0,True
False,8600.0,75464.0,84263.0,HomeImp,Other,21.0,0.0,0.0,352.65826416015625,0.0,47.0,28.196714,0,True
False,8600.0,65019.0,51703.0,IsMissing,Other,7.0,0.0,0.0,173.46665954589844,1.0,20.0,12.105144,0,True
False,8600.0,42226.0,50386.0,HomeImp,Mgr,21.0,1.0,0.0,223.3264617919922,0.0,17.0,34.927868,0,False
False,8600.0,45960.0,57473.0,DebtCon,Mgr,4.0,0.0,0.0,189.76806640625,0.0,22.0,26.754412,0,True
False,8600.0,76703.0,100862.0,HomeImp,Other,0.0,0.0,1.0,174.55711364746094,0.0,31.0,34.38623,1,True
True,8600.0,44992.0,66403.0,DebtCon,Other,8.0,0.0,0.0,172.5515594482422,1.0,27.0,43.87561,0,True
False,8600.0,14762.0,66271.0,HomeImp,Office,25.0,0.0,0.0,318.1492919921875,1.0,13.0,42.276634,0,True
False,8600.0,61468.0,72143.0,DebtCon,Other,19.0,0.0,0.0,163.29885864257812,0.0,11.0,31.925766,0,True
False,8600.0,66366.0,75957.0,DebtCon,ProfExe,8.0,0.0,0.0,72.91671752929688,2.0,25.0,39.660408,0,True
False,8600.0,124810.0,176581.0,DebtCon,Other,8.0,0.0,0.0,213.30288696289062,1.0,19.0,32.876457,0,True
False,8700.0,46489.0,63573.0,DebtCon,Mgr,4.0,0.0,0.0,196.2490692138672,1.0,21.0,28.787922,0,True
False,8700.0,57254.0,86883.0,HomeImp,Other,16.0,0.0,0.0,172.16656494140625,0.0,28.0,25.043436,0,True
False,8700.0,54283.0,58563.0,DebtCon,Office,3.0,0.0,1.0,91.44646453857422,3.0,11.0,38.590366,1,True
False,8700.0,58007.0,73069.0,DebtCon,ProfExe,14.0,0.0,0.0,240.43728637695312,3.0,31.0,37.89748,0,True
False,8700.0,54768.0,87268.0,HomeImp,Other,18.0,0.0,0.0,187.58056640625,0.0,28.0,26.367134,0,True
False,8700.0,87415.0,201689.0,HomeImp,Self,13.0,0.0,0.0,13.924758911132812,1.0,7.0,20.253864,0,True
False,8700.0,53073.0,83415.0,DebtCon,Other,2.0,0.0,0.0,211.26878356933594,3.0,29.0,30.20151,0,True
True,8700.0,62600.0,77600.0,DebtCon,Other,0.5,1.0,0.0,351.0333251953125,3.0,13.0,34.81826,0,False
False,8700.0,60237.0,69891.0,DebtCon,Other,3.0,0.0,0.0,321.27484130859375,0.0,9.0,32.280315,0,True
False,8700.0,77377.0,97070.0,DebtCon,Mgr,3.0,0.0,0.0,68.85487365722656,2.0,24.0,38.217728,0,True
False,8700.0,30716.0,84778.0,HomeImp,ProfExe,19.0,0.0,0.0,219.08523559570312,0.0,10.0,23.808893,0,True
False,8700.0,53504.0,66888.0,DebtCon,Mgr,7.0,0.0,3.0,112.17511749267578,2.0,10.0,39.31877,1+,True
False,8700.0,78817.0,115527.0,DebtCon,Office,1.0,0.0,0.0,221.55154418945312,1.0,37.0,16.378412,0,True
True,8700.0,57141.0,70244.0,HomeImp,Other,8.0,0.0,0.0,106.85543060302734,0.0,19.0,31.891314,0,True
False,8700.0,79062.0,98038.0,DebtCon,ProfExe,4.0,0.0,0.0,139.2640380859375,0.0,26.0,33.578037,0,True
False,8700.0,65019.0,32855.0,HomeImp,Other,7.0,0.0,0.0,173.46665954589844,1.0,20.0,35.937904,0,True
False,8700.0,51950.0,67475.0,HomeImp,Other,4.5,0.0,1.0,246.46665954589844,2.0,16.0,34.81826,1,True
False,8700.0,43759.0,50070.0,HomeImp,Mgr,19.0,1.0,1.0,218.90625,0.0,17.0,34.058147,1,False
False,8700.0,93759.0,119459.0,HomeImp,Office,24.0,0.0,0.0,138.0912322998047,1.0,12.0,38.72971,0,True
False,8700.0,76008.0,95976.0,DebtCon,ProfExe,0.0,0.0,0.0,173.46665954589844,1.0,20.0,30.022245,0,True
False,8700.0,50711.0,87898.0,DebtCon,Other,4.0,0.0,0.0,209.5214385986328,4.0,30.0,32.743008,0,True
False,8700.0,62400.0,81315.0,DebtCon,Office,6.0,0.0,0.0,98.02886962890625,2.0,14.0,26.620897,0,True
False,8700.0,77930.0,80164.0,HomeImp,Other,20.0,0.0,0.0,350.5284118652344,1.0,47.0,29.66236,0,True
False,8700.0,58060.0,65605.0,DebtCon,Other,23.0,0.0,0.0,259.6838073730469,3.0,29.0,39.829998,0,True
False,8700.0,51033.0,58513.0,DebtCon,Office,2.0,0.0,0.0,181.8697509765625,0.0,20.0,37.87928,0,True
False,8700.0,68186.0,82518.0,HomeImp,Other,1.0,0.0,0.0,105.10225677490234,0.0,7.0,36.44894,0,True
False,8700.0,52388.0,64332.0,HomeImp,Other,1.0,0.0,0.0,91.112060546875,1.0,12.0,36.874928,0,True
False,8700.0,56904.0,64122.0,DebtCon,Mgr,5.0,0.0,4.0,119.55547332763672,2.0,11.0,38.695614,1+,True
False,8700.0,76510.0,108130.0,DebtCon,Office,2.0,0.0,0.0,252.84393310546875,1.0,37.0,17.41486,0,True
True,8800.0,12750.0,89235.5,HomeImp,Office,23.0,0.0,0.0,173.46665954589844,1.0,20.0,34.81826,0,True
True,8800.0,108608.0,89235.5,DebtCon,Mgr,0.0,0.0,6.0,253.4717559814453,4.0,23.0,34.81826,1+,True
True,8800.0,2800.0,18361.0,HomeImp,Other,2.0,3.0,1.0,107.76667022705078,4.0,3.0,34.81826,1,False
False,8800.0,51740.0,60852.0,DebtCon,Other,23.0,0.0,0.0,277.589599609375,3.0,29.0,39.885483,0,True
False,8800.0,135899.0,202788.0,DebtCon,ProfExe,1.0,0.0,0.0,53.76762008666992,1.0,23.0,35.932026,0,True
True,8800.0,67200.0,80300.0,HomeImp,Other,10.0,4.0,1.0,135.86666870117188,1.0,33.0,34.81826,1,False
False,8800.0,26607.0,39710.0,HomeImp,Office,0.0,0.0,0.0,104.69282531738281,1.0,30.0,38.32673,0,True
False,8800.0,78953.0,93018.0,DebtCon,Mgr,7.0,0.0,0.0,110.72312927246094,0.0,22.0,28.289429,0,True
True,8800.0,33395.0,51057.0,DebtCon,Office,2.0,0.0,0.0,80.82247924804688,1.0,20.0,16.883032,0,True
True,8800.0,32169.0,37533.0,DebtCon,Other,3.0,0.0,0.0,74.44929504394531,3.0,19.0,25.341742,0,True
False,8800.0,56963.0,70607.0,HomeImp,Other,4.0,0.0,0.0,99.76441192626953,3.0,19.0,40.34526,0,True
True,8800.0,50000.0,68000.0,DebtCon,Other,19.0,0.0,0.0,108.9000015258789,0.0,16.0,34.81826,0,True
False,8800.0,74562.0,89695.0,HomeImp,Other,24.0,0.0,0.0,338.7767333984375,1.0,47.0,28.439716,0,True
False,8800.0,101717.0,122299.0,HomeImp,Other,11.0,0.0,0.0,402.740478515625,1.0,49.0,38.42143,0,True
False,8800.0,65019.0,74928.0,IsMissing,Other,7.0,0.0,0.0,173.46665954589844,1.0,20.0,23.988913,0,True
False,8800.0,65019.0,32221.0,DebtCon,Other,0.0,0.0,0.0,276.8419494628906,0.0,14.0,24.198679,0,True
False,8800.0,73765.0,93917.0,DebtCon,Other,15.0,0.0,0.0,128.85330200195312,4.0,15.0,24.4912,0,True
False,8800.0,55990.0,89673.0,HomeImp,Other,18.0,0.0,0.0,184.62596130371094,0.0,29.0,27.70165,0,True
False,8900.0,80334.0,87448.0,DebtCon,Mgr,18.0,0.0,0.0,279.8765563964844,0.0,23.0,38.513996,0,True
True,8900.0,33208.0,75000.0,DebtCon,Mgr,22.0,0.0,3.0,166.1999969482422,1.0,33.0,34.81826,1+,True
False,8900.0,75441.0,116950.0,HomeImp,Office,26.0,0.0,0.0,322.731201171875,2.0,37.0,33.788525,0,True
False,8900.0,111493.0,133191.0,DebtCon,Self,6.0,0.0,0.0,159.4326934814453,0.0,19.0,34.371147,0,True
False,8900.0,63342.0,78275.0,DebtCon,Other,19.0,0.0,0.0,162.1964874267578,1.0,11.0,32.612663,0,True
False,8900.0,58503.0,74706.0,HomeImp,Other,6.0,0.0,0.0,243.9359893798828,1.0,16.0,36.793236,0,True
True,8900.0,62733.0,77741.0,DebtCon,Mgr,8.0,0.0,0.0,68.89009857177734,3.0,17.0,37.7733,0,True
False,8900.0,58839.0,81223.0,DebtCon,Office,4.0,0.0,0.0,102.24646759033203,2.0,15.0,26.20641,0,True
True,8900.0,60782.0,100000.0,HomeImp,ProfExe,14.0,0.0,8.0,129.86666870117188,0.0,36.0,34.81826,1+,True
True,8900.0,64343.0,84013.0,DebtCon,Other,4.0,0.0,0.0,39.221717834472656,0.0,12.0,35.788437,0,True
True,8900.0,133847.0,157399.0,HomeImp,ProfExe,17.0,0.0,2.0,70.88414764404297,0.0,12.0,34.70233,1+,True
True,8900.0,147801.0,157335.0,HomeImp,Other,4.0,0.0,0.0,85.57486724853516,4.0,21.0,34.75656,0,True
False,8900.0,65019.0,42309.0,HomeImp,Other,7.0,0.0,1.0,56.937095642089844,0.0,10.0,37.35953,1,True
False,8900.0,65019.0,49147.0,HomeImp,Other,7.0,0.0,0.0,110.50958251953125,1.0,8.0,37.108143,0,True
True,8900.0,72581.0,90585.0,DebtCon,Office,18.0,1.0,1.0,207.96665954589844,0.0,30.0,34.81826,1,False
False,8900.0,77261.0,96434.0,DebtCon,ProfExe,3.0,0.0,0.0,144.03700256347656,0.0,26.0,33.908466,0,True
False,9000.0,50513.0,61190.0,DebtCon,Other,5.0,0.0,0.0,75.3885498046875,1.0,11.0,30.498005,0,True
False,9000.0,75453.0,100646.0,DebtCon,ProfExe,3.0,0.0,0.0,126.3098373413086,0.0,26.0,33.758465,0,True
False,9000.0,50170.0,64309.0,DebtCon,Mgr,7.0,0.0,3.0,120.43122863769531,2.0,11.0,39.97549,1+,True
False,9000.0,81248.0,92503.0,DebtCon,Other,0.0,0.0,0.0,121.19964599609375,2.0,10.0,37.39024,0,True
True,9000.0,90969.0,108606.0,HomeImp,Mgr,5.0,5.0,2.0,113.25750732421875,5.0,28.0,27.347597,1+,False
False,9000.0,79259.0,84322.0,HomeImp,Other,22.0,0.0,0.0,359.332275390625,1.0,47.0,29.67139,0,True
False,9000.0,56162.0,75526.0,HomeImp,Other,6.0,0.0,0.0,127.78697204589844,0.0,15.0,35.73406,0,True
False,9000.0,51091.0,68264.0,DebtCon,Other,22.0,0.0,0.0,277.75567626953125,2.0,29.0,39.387318,0,True
False,9000.0,93521.0,126024.0,HomeImp,Other,9.0,0.0,0.0,411.7530822753906,1.0,49.0,41.66428,0,True
True,9000.0,52311.0,68994.0,DebtCon,Office,0.0,0.0,1.0,137.78399658203125,0.0,9.0,28.454712,1,True
False,9000.0,8221.0,38290.0,DebtCon,Other,4.0,0.0,0.0,266.3837890625,0.0,12.0,23.703068,0,True
False,9000.0,56930.0,67557.0,DebtCon,Other,0.0,0.0,1.0,118.69951629638672,2.0,18.0,36.686882,1,True
True,9000.0,52257.0,58275.0,DebtCon,Sales,5.0,0.0,0.0,80.25180053710938,0.0,21.0,34.144726,0,True
False,9000.0,41153.0,51841.0,DebtCon,Office,10.0,0.0,0.0,210.28268432617188,0.0,23.0,32.424294,0,True
True,9000.0,31170.0,50725.0,DebtCon,Other,16.0,0.0,0.0,93.06666564941406,0.0,18.0,34.81826,0,True
True,9000.0,84532.0,104000.0,DebtCon,ProfExe,3.0,0.0,0.0,50.66666793823242,1.0,3.0,34.81826,0,True
False,9000.0,76964.0,90500.0,DebtCon,Other,3.0,0.0,0.0,101.4000015258789,2.0,32.0,34.81826,0,True
False,9000.0,64917.0,102270.0,DebtCon,Other,10.0,0.0,0.0,213.03334045410156,0.0,21.0,34.81826,0,True
False,9000.0,65019.0,63684.0,HomeImp,Other,7.0,0.0,0.0,358.0666809082031,0.0,7.0,34.81826,0,True
False,9000.0,47350.86,105000.0,DebtCon,ProfExe,6.0,0.0,1.0,227.26666259765625,0.0,10.0,34.81826,1,True
False,9000.0,50400.0,65000.0,DebtCon,Mgr,6.0,0.0,0.0,117.5999984741211,1.0,24.0,34.81826,0,True
False,9000.0,96884.0,110108.0,DebtCon,Other,18.0,0.0,2.0,194.8000030517578,2.0,16.0,34.81826,1+,True
False,9000.0,82700.0,121000.0,DebtCon,Office,9.0,0.0,0.0,131.89999389648438,1.0,22.0,34.81826,0,True
False,9000.0,29000.0,51740.0,IsMissing,Other,31.0,0.0,0.0,243.1999969482422,0.0,19.0,34.81826,0,True
True,9000.0,43881.0,56000.0,DebtCon,Other,5.0,0.0,3.0,73.03333282470703,3.0,28.0,34.81826,1+,True
True,9000.0,31896.0,46195.0,HomeImp,Other,25.0,0.0,2.0,122.38915252685547,3.0,16.0,36.681652,1+,True
False,9000.0,56226.0,67466.0,HomeImp,Other,7.0,0.0,0.0,126.74508666992188,0.0,16.0,33.987846,0,True
True,9000.0,32539.0,65440.0,HomeImp,Office,5.0,0.0,0.0,173.46665954589844,1.0,20.0,42.368946,0,True
False,9000.0,131108.0,199295.0,DebtCon,ProfExe,1.0,0.0,0.0,61.00098419189453,1.0,22.0,35.93061,0,True
False,9000.0,55367.0,79819.0,DebtCon,Office,5.0,0.0,0.0,101.28118133544922,1.0,15.0,27.189213,0,True
False,9000.0,50866.0,73064.0,DebtCon,Mgr,5.0,0.0,0.0,118.57000732421875,1.0,23.0,40.18606,0,True
False,9000.0,12340.0,36133.0,IsMissing,Other,7.0,0.0,0.0,173.46665954589844,1.0,20.0,31.703815,0,True
False,9000.0,53177.0,56782.0,HomeImp,Other,9.0,0.0,0.0,106.50053405761719,3.0,33.0,40.084175,0,True
False,9100.0,65019.0,50391.0,IsMissing,Other,7.0,0.0,0.0,173.46665954589844,1.0,20.0,15.024706,0,True
False,9100.0,80719.0,86782.0,HomeImp,Other,23.0,0.0,0.0,333.0115966796875,1.0,47.0,30.395458,0,True
False,9100.0,50606.0,58822.0,DebtCon,Other,11.0,0.0,0.0,89.64483642578125,0.0,22.0,36.30241,0,True
True,9100.0,17218.0,36721.0,DebtCon,Other,8.0,0.0,1.0,115.75209045410156,3.0,5.0,37.479412,1,True
False,9100.0,43249.0,52946.0,HomeImp,Mgr,20.0,1.0,1.0,228.39634704589844,1.0,18.0,35.18184,1,False
False,9100.0,48797.0,67761.0,DebtCon,Mgr,7.0,0.0,3.0,116.97915649414062,3.0,11.0,37.79738,1+,True
True,9100.0,65019.0,11550.0,HomeImp,Other,7.0,0.0,0.0,51.93333435058594,1.0,3.0,34.81826,0,True
True,9100.0,78369.0,92000.0,DebtCon,Sales,0.2,0.0,0.0,180.8333282470703,3.0,35.0,34.81826,0,True
